student_id,full name,enrollment_date,student_status,avg_score,graduation_year,faculty,source_system
,Смирнов Иван Павлович,06/05/2023,отчислен,2.94,2029,История,DeanOffice
STU000773,Иванов Сергей Иванович,06.06.2024,выпущен,3.74,2029,Менеджмент,LMS
STU000924,Козлов Елена Ивановна,10.03.2022,отчислен,"3,33",2027,Юриспруденция,1C
STU000030,Иванов Егор Дмитриевич  ,2023-09-14,graduated,"4,14",2028,Юриспруденция,LMS
STU000936,Соколов Ольга Дмитриевна,20.11.2023,отчислен,4.21,2027,История,DeanOffice
STU001792,Кузнецов Анна Ивановна,07.09.2023,выпущен,"3,63",2029,Математика,LMS
STU001138,Попов Татьяна Алексеевна,04/11/2021,ВЫПУЩЕН,3.06,2025,Менеджмент,DeanOffice
STU001531,Лебедев Егор Михайловна,2022,GRADUATED,"4,52",2027,Информатика,LMS
STU001797,Иванов Никита Алексеевна,2023-07-19,ВЫПУЩЕН,4.67,2027,Математика,DeanOffice
STU002142,Козлов Мария Павловна  ,01.08.2023,выпущен,"3,81",2029,Лингвистика,1C
STU000405,Соколов Алексей Павловна,24.02.2021,отчислен,4.60,2027,Математика,LMS
STU001090,Петров Алексей Павлович  ,07/02/2020,выпущен,3.24,2024,Информатика,LMS
STU002374,Козлов Павел Михайлович,10/01/2021,отчислен,4.87,2026,Экономика,LMS
STU000236,Смирнов Анна Павлович,2024,graduated,3.51,2030,Математика,1C
STU000572,Иванов Егор Дмитриевна  ,2024-05-03,ОТЧИСЛЕН,4.35,2029,Менеджмент,LMS
STU001126,Попов Егор Павловна,2021-06-25,выпущен,"3,52",2025,Информатика,LMS
STU001652,Смирнов Елена Ивановна,2020,выпущен,4.15,2024,Экономика,1C
STU001314,Кузнецов Ольга Ивановна  ,2023-10-22,отчислен,"4,45",2028,Физика,DeanOffice
,Козлов Никита Иванович,03.06.2021,ACTIVE,4.19,2027,Экономика,LMS
STU000189,Козлов Алина Алексеевна,02/06/2022,ВЫПУЩЕН,4.99,2026,Математика,1C
STU001666,Соколов Анна Ивановна,11.02.2024,выпущен,3.80,2028,История,DeanOffice
STU000413,Соколов Михаил Михайловна,2022,ВЫПУЩЕН,"3,92",2026,Экономика,DeanOffice
STU000635,Лебедев Дарья Сергеевич,09.06.2024,ВЫПУЩЕН,5.00,2029,Информатика,LMS
STU001105,Попов Алексей Алексеевич,01/10/2024,выпущен,5.00,2029,Математика,1C
STU000777,Смирнов Никита Сергеевич,2021-03-04,в академе,3.71,2026,Менеджмент,DeanOffice
STU000457,Попов Виктория Алексеевна,25.10.2023,выпущен,"3,40",2028,Информатика,LMS
STU001204,Кузнецов Алексей Ивановна,13.07.2023,выпущен,,2029,Информатика,1C
STU000442,Попов Дмитрий Алексеевич,2020,Учится,4.71,2025,История,1C
STU002262,Соколов Мария Сергеевич,2023,ОТЧИСЛЕН,4.86,2027,Экономика,LMS
STU001952,Иванов Павел Алексеевна  ,2020,выпущен,3.09,2025,История,1C
STU001700,Попов Сергей Михайловна,2022,академ,"4,18",2027,Математика,1C
STU000108,Смирнов Елена Михайловна,10.07.2021,выпущен,3.92,2025,Менеджмент,LMS
STU001312,Иванов Павел Дмитриевич,09/22/2021,выпущен,3.62,2027,Экономика,DeanOffice
STU001845,Петров Михаил Сергеевич,2021,отчислен,4.14,2025,Экономика,1C
STU001798,Кузнецов Алина Сергеевна,2023,GRADUATED,"4,96",2027,Менеджмент,LMS
STU001589,Попов Мария Павлович,2022,ОБУЧАЕТСЯ,3.63,2028,Менеджмент,1C
STU000507,Соколов Алексей Дмитриевна  ,19.07.2021,ACTIVE,4.09,2025,Математика,DeanOffice
STU000252,Попов Дмитрий Сергеевна,21.08.2021,выпущен,4.25,2025,История,DeanOffice
STU001084,Кузнецов Михаил Павлович,2024,выпущен,3.48,2030,Физика,1C
STU001194,Лебедев Алексей Дмитриевна,03/18/2020,ВЫПУЩЕН,,2025,Информатика,DeanOffice
STU002063,Лебедев Павел Дмитриевич,06/05/2024,отчислен,,2029,Информатика,1C
STU000143,Попов Алексей Ивановна,2024,выпущен,"4,39",2028,Лингвистика,LMS
STU000890,Козлов Алина Сергеевич  ,2021,в академе,3.94,2027,Лингвистика,1C
STU000735,Петров Татьяна Сергеевна,13.09.2021,выпущен,3.53,2026,Лингвистика,LMS
STU001950,Иванов Иван Сергеевич,2022-10-10,Учится,3.70,2026,Информатика,LMS
STU002384,Соколов Дмитрий Алексеевич,06/20/2024,graduated,4.25,2030,История,1C
STU000405,Соколов Алексей Павловна,2021,выпущен,"4,72",2027,Информатика,DeanOffice
STU001824,Попов Анна Михайловна,2021,выпущен,"4,65",2026,Математика,DeanOffice
STU000214,Попов Мария Алексеевна,02.10.2022,ACTIVE,,2026,Физика,1C
STU000461,Иванов Никита Михайлович,07/26/2023,graduated,4.26,2028,Математика,1C
STU001159,Козлов Анна Дмитриевна  ,2023-12-25,GRADUATED,4.78,2029,История,DeanOffice
STU000198,Кузнецов Павел Сергеевич  ,21.05.2021,ВЫПУЩЕН,"3,42",2025,Математика,DeanOffice
STU001292,Петров Алексей Павловна,01/12/2023,graduated,4.45,2029,Информатика,LMS
STU000808,Соколов Ольга Павловна,14.06.2023,ВЫПУЩЕН,4.23,2027,Юриспруденция,LMS
STU001390,Попов Никита Михайлович,12.02.2022,В АКАДЕМЕ,"3,93",2027,Лингвистика,DeanOffice
STU000717,Соколов Алексей Ивановна,2023,в академе,3.56,2027,Экономика,DeanOffice
STU000865,Соколов Ольга Павлович  ,04/13/2021,ENROLLED,"3,61",2026,Физика,LMS
STU001314,Кузнецов Ольга Ивановна,2023,академ,4.54,2028,Информатика,DeanOffice
STU001748,Иванов Павел Сергеевич,19.04.2023,выпущен,,2028,История,DeanOffice
STU000354,Попов Ольга Сергеевна,07/06/2024,отчислен,5.00,2028,Физика,LMS
STU001508,Лебедев Дмитрий Сергеевна,2024,graduated,"4,02",2028,Информатика,1C
STU002399,Петров Дарья Ивановна,18.11.2020,Учится,3.16,2025,Физика,LMS
STU002353,Смирнов Елена Павлович  ,2023-01-05,ОБУЧАЕТСЯ,4.03,2029,Информатика,DeanOffice
STU002379,Лебедев Иван Сергеевна,2021,graduated,4.29,2026,Математика,LMS
STU000504,Петров Ольга Ивановна,05/04/2021,ОТЧИСЛЕН,"4,32",2026,Физика,1C
STU001410,Попов Мария Михайлович,2023,ВЫПУЩЕН,3.59,2027,Экономика,1C
STU001010,Смирнов Виктория Сергеевна,19.11.2021,выпущен,3.66,2025,Менеджмент,LMS
STU002373,Соколов Ольга Ивановна,01.12.2023,ОТЧИСЛЕН,"4,09",2028,Информатика,DeanOffice
STU001544,Лебедев Мария Дмитриевна,01/26/2021,отчислен,"3,24",2026,Лингвистика,LMS
STU001905,Козлов Никита Сергеевич,19.09.2022,отчислен,4.66,2027,История,1C
STU001471,Лебедев Иван Михайлович,2021,ОТЧИСЛЕН,3.68,2025,Менеджмент,DeanOffice
STU001104,Лебедев Анна Михайловна,2022,ВЫПУЩЕН,"4,94",2026,Математика,DeanOffice
STU001132,Попов Алексей Сергеевич,19.11.2022,выпущен,4.57,2026,Математика,LMS
STU000522,Лебедев Виктория Алексеевич,07/25/2020,выпущен,3.42,2025,Экономика,DeanOffice
STU000656,Козлов Дмитрий Павлович,2021,УЧИТСЯ,5.00,2026,Лингвистика,LMS
STU001441,Петров Егор Михайловна,05.03.2020,отчислен,4.95,2024,Информатика,LMS
STU001436,Смирнов Ольга Иванович,2023,выпущен,4.54,2029,История,1C
STU000419,Соколов Елена Дмитриевна  ,2024,graduated,"4,42",2030,Юриспруденция,DeanOffice
STU001925,Иванов Ольга Дмитриевна,06.10.2022,graduated,"4,07",2028,Физика,1C
STU001178,Петров Дмитрий Сергеевич,06/27/2022,выпущен,4.34,2026,Экономика,LMS
STU002002,Соколов Сергей Алексеевич,2023-07-07,graduated,"4,08",2027,Юриспруденция,LMS
STU000557,Лебедев Никита Ивановна  ,11.12.2024,отчислен,,2029,Информатика,DeanOffice
STU001097,Попов Павел Михайлович,2022-07-11,обучается,"3,54",2027,Менеджмент,LMS
STU002302,Лебедев Дмитрий Алексеевна,25.03.2024,отчислен,"3,51",2030,Юриспруденция,LMS
STU000152,Соколов Дарья Дмитриевна,2023,ВЫПУЩЕН,4.02,2029,Математика,LMS
STU000601,Иванов Мария Дмитриевич,2020-11-15,suspended,"4,07",2025,Менеджмент,1C
STU001169,Попов Дмитрий Михайлович  ,08/07/2023,академ,"2,88",2027,Юриспруденция,DeanOffice
STU000928,Петров Анна Михайлович,2024,отчислен,4.57,2028,Математика,LMS
STU000890,Козлов Алина Сергеевич,02/26/2021,ВЫПУЩЕН,"4,45",2027,Математика,1C
STU001330,Петров Алина Михайловна,04/27/2021,ACTIVE,4.61,2026,Менеджмент,1C
STU001427,Смирнов Дмитрий Дмитриевна,01.09.2024,В АКАДЕМЕ,4.09,2029,История,DeanOffice
,Иванов Егор Алексеевич  ,2023,enrolled,,2029,Физика,1C
STU002115,Кузнецов Михаил Дмитриевич,2024-09-09,выпущен,4.06,2029,Экономика,DeanOffice
STU000806,Козлов Анна Дмитриевич  ,10/20/2024,выпущен,"4,13",2029,Юриспруденция,DeanOffice
STU000619,Лебедев Дарья Алексеевна,2024,выпущен,"3,56",2030,Лингвистика,1C
STU001992,Попов Дарья Павловна,12/15/2020,академ,4.37,2025,Лингвистика,1C
STU000325,Кузнецов Михаил Дмитриевич,11.09.2021,УЧИТСЯ,"3,25",2025,История,1C
STU000934,Попов Иван Дмитриевна,2022,выпущен,4.06,2028,Информатика,LMS
STU000553,Кузнецов Ольга Алексеевич,05/25/2020,ACTIVE,3.53,2024,Юриспруденция,LMS
,Попов Дарья Павловна,10/28/2023,ACTIVE,"2,98",2028,Менеджмент,LMS
STU002358,Петров Ольга Павловна  ,2021,выпущен,"5,00",2026,Математика,DeanOffice
STU000768,Лебедев Алина Иванович,2023,graduated,"4,78",2027,Экономика,DeanOffice
,Иванов Мария Алексеевич,2020-07-05,выпущен,3.20,2024,История,DeanOffice
,Кузнецов Татьяна Павловна,2022-04-21,выпущен,4.52,2026,Менеджмент,LMS
STU001558,Лебедев Дмитрий Сергеевна,08.05.2024,ACTIVE,"4,80",2030,Менеджмент,DeanOffice
STU000113,Лебедев Дмитрий Ивановна,2024-07-24,отчислен,3.35,2029,История,1C
STU001194,Лебедев Алексей Дмитриевна,2020-09-03,отчислен,4.33,2025,Информатика,1C
STU000519,Лебедев Дарья Павлович,28.02.2023,graduated,"4,29",2029,История,1C
STU002032,Соколов Елена Сергеевич,10.02.2024,отчислен,"3,18",2030,Математика,DeanOffice
STU000934,Попов Иван Дмитриевна,2022,выпущен,4.06,2028,Информатика,LMS
STU001755,Попов Павел Михайлович,24.04.2021,ACTIVE,,2025,Лингвистика,DeanOffice
STU000483,Лебедев Алина Алексеевна,2021-08-07,ОТЧИСЛЕН,"4,37",2027,История,1C
STU001939,Иванов Алексей Сергеевич,25.10.2020,отчислен,4.60,2026,Физика,DeanOffice
STU000393,Иванов Михаил Михайловна,02/16/2022,ОТЧИСЛЕН,"3,32",2027,Экономика,1C
STU000401,Козлов Михаил Сергеевна,10/23/2022,GRADUATED,4.16,2026,Физика,LMS
STU001146,Иванов Татьяна Алексеевич,2022,отчислен,"3,99",2028,Экономика,1C
STU000677,Петров Иван Ивановна,2023-02-20,в академе,3.97,2027,Лингвистика,LMS
STU001673,Кузнецов Егор Иванович,20.01.2024,enrolled,4.27,2030,Юриспруденция,DeanOffice
STU001558,Лебедев Дмитрий Сергеевна,2024-01-24,отчислен,4.29,2030,Информатика,LMS
STU000005,Попов Татьяна Павловна,2020-10-15,выпущен,4.02,2024,Лингвистика,DeanOffice
STU000619,Лебедев Дарья Алексеевна,05/05/2024,выпущен,3.88,2030,Лингвистика,1C
STU001019,Иванов Мария Павлович,09/28/2022,выпущен,"4,30",2028,Лингвистика,DeanOffice
STU000572,Иванов Егор Дмитриевна,2024-03-09,выпущен,4.03,2029,Физика,1C
STU000639,Соколов Дарья Дмитриевич,09/15/2020,выпущен,4.34,2024,Юриспруденция,LMS
STU000635,Лебедев Дарья Сергеевич,22.12.2024,ОТЧИСЛЕН,"4,92",2029,Математика,LMS
STU001403,Попов Михаил Алексеевич,10/06/2020,отчислен,4.27,2026,Физика,DeanOffice
STU001165,Попов Мария Сергеевич,2022,выпущен,"3,07",2028,Юриспруденция,LMS
STU000620,Козлов Ольга Павлович,05/22/2021,ОБУЧАЕТСЯ,3.63,2027,Экономика,LMS
STU000371,Иванов Ольга Иванович,05/26/2023,отчислен,4.22,2027,История,LMS
STU001071,Попов Виктория Сергеевич,2020-03-12,в академе,,2024,Юриспруденция,DeanOffice
STU001448,Попов Елена Дмитриевич,23.03.2024,выпущен,4.77,2028,Математика,1C
STU000259,Смирнов Егор Сергеевна,2023,отчислен,3.81,2028,Лингвистика,1C
STU001019,Иванов Мария Павлович,09/28/2022,выпущен,"4,30",2028,Лингвистика,DeanOffice
STU000220,Козлов Михаил Алексеевич,06/08/2022,выпущен,4.17,2028,Математика,DeanOffice
STU001531,Лебедев Егор Михайловна,2022,выпущен,4.78,2027,Информатика,1C
,Соколов Павел Павловна,03.10.2020,отчислен,3.80,2026,История,LMS
STU000930,Иванов Сергей Михайловна,08/15/2023,ВЫПУЩЕН,3.76,2027,Юриспруденция,DeanOffice
,Смирнов Елена Павлович,2023,ВЫПУЩЕН,"4,41",2029,История,LMS
STU000677,Петров Иван Ивановна,01.08.2023,enrolled,4.02,2027,Лингвистика,LMS
STU002281,Кузнецов Алина Алексеевич,12/12/2024,выпущен,4.32,2030,История,1C
STU000696,Попов Алина Ивановна,23.06.2021,graduated,"3,16",2027,Математика,DeanOffice
STU001696,Козлов Елена Алексеевич,2022,graduated,3.99,2028,Менеджмент,DeanOffice
STU001824,Попов Анна Михайловна,2021-10-18,выпущен,,2026,Юриспруденция,LMS
STU001405,Козлов Виктория Павлович,2024-10-19,выпущен,"3,66",2028,История,LMS
STU001633,Попов Егор Алексеевич,2022,выпущен,,2027,Физика,LMS
STU000928,Петров Анна Михайлович,2024-10-09,ОТЧИСЛЕН,"4,37",2028,Математика,LMS
STU002396,Соколов Ольга Сергеевич,2023,graduated,"4,74",2027,Менеджмент,1C
STU000263,Козлов Михаил Дмитриевна,04/08/2020,выпущен,4.25,2024,Математика,1C
,Смирнов Алексей Алексеевич,09/25/2024,graduated,"3,67",2029,Лингвистика,LMS
STU000827,Иванов Егор Павловна  ,09/07/2020,выпущен,,2026,Менеджмент,1C
STU000312,Лебедев Виктория Павловна,2024,ОТЧИСЛЕН,3.27,2029,Информатика,1C
STU000660,Козлов Алексей Павловна,20.02.2020,академ,3.09,2024,Менеджмент,DeanOffice
,Попов Мария Павлович,2020,выпущен,4.90,2024,Физика,DeanOffice
STU001164,Козлов Сергей Михайловна,2024,выпущен,4.21,2029,Юриспруденция,1C
STU002203,Иванов Татьяна Иванович,05/07/2024,ВЫПУЩЕН,4.43,2029,Менеджмент,LMS
STU001623,Соколов Дмитрий Ивановна,2024-02-25,ОТЧИСЛЕН,3.70,2028,Информатика,1C
STU000620,Козлов Ольга Павлович,05/12/2021,выпущен,3.58,2027,Физика,DeanOffice
STU000267,Кузнецов Татьяна Алексеевич,2023,graduated,"4,62",2029,Лингвистика,1C
STU001824,Попов Анна Михайловна,2021,отчислен,"4,49",2026,Информатика,1C
STU001952,Иванов Павел Алексеевна,02/15/2020,выпущен,"3,41",2025,Лингвистика,1C
STU001217,Иванов Алина Сергеевна,2024,отчислен,4.50,2028,Юриспруденция,DeanOffice
STU000630,Соколов Никита Сергеевич,02.03.2022,отчислен,,2027,Математика,LMS
STU000587,Петров Алексей Алексеевна,2022,graduated,4.07,2028,Менеджмент,1C
STU000731,Козлов Егор Михайлович,2023,ОТЧИСЛЕН,4.81,2027,Менеджмент,DeanOffice
STU002234,Смирнов Мария Ивановна,2020-08-18,ВЫПУЩЕН,"4,82",2024,Информатика,LMS
STU002239,Смирнов Сергей Иванович,03/25/2021,GRADUATED,4.68,2026,Информатика,DeanOffice
,Петров Егор Павлович,2024,выпущен,3.92,2029,Информатика,DeanOffice
STU002388,Смирнов Павел Павловна,2021,ОТЧИСЛЕН,3.69,2026,История,LMS
STU001566,Кузнецов Михаил Дмитриевна,23.05.2023,Учится,"3,81",2027,История,LMS
STU001654,Козлов Виктория Павлович,10/24/2022,enrolled,"4,04",2028,Экономика,1C
STU001330,Петров Алина Михайловна,2021-08-01,выпущен,4.11,2026,Лингвистика,1C
STU000435,Иванов Алина Михайловна,2022,suspended,4.32,2027,Математика,DeanOffice
STU001650,Смирнов Мария Сергеевна,27.01.2024,отчислен,"4,55",2028,Информатика,1C
STU000263,Козлов Михаил Дмитриевна,2020,graduated,4.69,2024,Юриспруденция,DeanOffice
STU001847,Смирнов Дмитрий Михайловна,2022,выпущен,"4,37",2028,История,LMS
STU000588,Козлов Сергей Ивановна,2021-11-13,выпущен,"4,30",2026,История,1C
STU001169,Попов Дмитрий Михайлович  ,08/07/2023,академ,"2,88",2027,Юриспруденция,DeanOffice
STU000163,Смирнов Алексей Алексеевич,2024,отчислен,"3,15",2029,Информатика,DeanOffice
STU001801,Петров Михаил Иванович,2022,enrolled,4.08,2026,Юриспруденция,LMS
STU000322,Смирнов Виктория Павлович,2021-03-23,выпущен,,2027,Математика,1C
STU000379,Лебедев Виктория Павловна,2020,выпущен,,2026,Менеджмент,1C
STU000282,Смирнов Никита Алексеевич,2023,выпущен,"3,06",2028,Юриспруденция,DeanOffice
STU000921,Соколов Елена Алексеевна,07.11.2024,выпущен,3.79,2028,Математика,LMS
STU000298,Лебедев Сергей Алексеевна,2023-09-28,выпущен,"3,44",2028,Информатика,LMS
STU000971,Петров Павел Иванович,2022-08-09,выпущен,4.78,2028,Экономика,1C
STU001909,Смирнов Никита Иванович,2022,graduated,3.97,2027,Юриспруденция,1C
STU000988,Козлов Егор Павлович,02/22/2021,в академе,2.81,2025,Юриспруденция,DeanOffice
STU000398,Попов Ольга Сергеевич  ,2022,выпущен,3.43,2027,История,LMS
STU000345,Соколов Иван Сергеевич,2023,выпущен,3.99,2029,История,1C
STU002025,Иванов Сергей Павлович,08/24/2023,выпущен,4.80,2027,Математика,DeanOffice
STU000034,Лебедев Дарья Ивановна,2023,suspended,"3,48",2027,История,LMS
,Иванов Ольга Михайлович,2020,выпущен,"3,25",2024,Менеджмент,DeanOffice
STU001373,Соколов Егор Павловна  ,2021-09-18,graduated,"3,94",2027,Юриспруденция,1C
STU002223,Козлов Павел Алексеевна,07/15/2024,graduated,4.84,2030,Менеджмент,DeanOffice
STU000984,Попов Сергей Михайлович,2020-05-24,обучается,4.64,2025,Лингвистика,1C
STU001589,Попов Мария Павлович,2022-08-05,отчислен,"3,85",2028,Информатика,1C
STU000038,Петров Михаил Дмитриевна,2023,ВЫПУЩЕН,3.26,2027,Физика,LMS
,Соколов Алина Сергеевич,2020-01-04,АКАДЕМ,3.90,2026,Менеджмент,DeanOffice
STU000231,Иванов Михаил Михайловна,21.11.2024,отчислен,3.37,2028,Экономика,1C
STU000187,Иванов Сергей Иванович,2022-10-28,ACTIVE,"3,36",2026,Физика,1C
STU002302,Лебедев Дмитрий Алексеевна,25.03.2024,отчислен,"3,51",2030,Юриспруденция,LMS
,Соколов Анна Иванович,2020-06-09,Учится,3.47,2024,Математика,1C
STU000873,Иванов Елена Ивановна,2020,отчислен,"3,40",2024,Экономика,DeanOffice
STU001741,Соколов Ольга Михайловна,2023,ВЫПУЩЕН,4.77,2027,Математика,LMS
STU001390,Попов Никита Михайлович,10.07.2022,graduated,3.75,2027,История,1C
,Козлов Никита Павлович,2020,АКАДЕМ,4.57,2025,Информатика,LMS
STU002268,Кузнецов Сергей Дмитриевич,2022-11-28,Учится,"2,90",2026,Лингвистика,1C
STU001507,Петров Дарья Алексеевна,10/20/2021,выпущен,3.75,2025,Информатика,DeanOffice
STU000241,Иванов Дарья Павлович  ,2020,выпущен,3.31,2026,Юриспруденция,DeanOffice
STU002025,Иванов Сергей Павлович,06.08.2023,suspended,4.32,2027,Экономика,1C
STU000624,Петров Егор Павлович,23.11.2024,graduated,"3,87",2029,Экономика,1C
STU000442,Попов Дмитрий Алексеевич,2020-08-02,отчислен,4.37,2025,Юриспруденция,1C
STU000718,Соколов Иван Сергеевна  ,10/15/2020,отчислен,4.37,2025,Физика,LMS
STU000820,Петров Михаил Михайловна,14.05.2020,graduated,4.34,2024,Математика,LMS
STU002303,Смирнов Анна Алексеевич,05/22/2024,обучается,3.22,2030,Математика,DeanOffice
STU001589,Попов Мария Павлович,2022-11-27,УЧИТСЯ,3.48,2028,Математика,LMS
STU000171,Соколов Алина Дмитриевич,04.10.2021,выпущен,"4,86",2026,Информатика,LMS
STU000058,Попов Павел Михайлович  ,2020,graduated,"4,97",2025,История,LMS
STU001709,Петров Мария Михайловна,04/26/2022,выпущен,"4,90",2026,Физика,DeanOffice
STU001674,Попов Ольга Сергеевич,08/14/2024,GRADUATED,4.81,2028,Юриспруденция,1C
STU000478,Козлов Татьяна Дмитриевич,10/20/2024,выпущен,3.34,2028,Менеджмент,LMS
STU000301,Кузнецов Никита Сергеевич,2020,отчислен,3.72,2026,Юриспруденция,1C
STU002218,Кузнецов Никита Михайловна,06/11/2021,выпущен,3.49,2026,Математика,LMS
STU002038,Соколов Мария Михайловна,11.05.2022,выпущен,3.06,2026,Физика,DeanOffice
,Попов Мария Сергеевич  ,10.10.2022,выпущен,"3,44",2028,Юриспруденция,DeanOffice
STU000246,Лебедев Елена Сергеевна,2024,GRADUATED,"3,04",2028,Информатика,LMS
STU000250,Иванов Иван Павловна,2023,выпущен,"4,62",2028,Информатика,LMS
STU001673,Кузнецов Егор Иванович,27.02.2024,выпущен,4.34,2030,Экономика,1C
STU001536,Смирнов Дмитрий Сергеевна,27.09.2023,выпущен,"2,85",2027,Лингвистика,LMS
STU000350,Кузнецов Никита Михайловна  ,23.02.2021,УЧИТСЯ,3.20,2027,Информатика,LMS
STU002277,Соколов Мария Ивановна,05/27/2020,выпущен,"4,45",2024,Информатика,LMS
STU000905,Иванов Татьяна Михайлович,2023,ВЫПУЩЕН,"3,39",2027,Экономика,DeanOffice
STU000557,Лебедев Никита Ивановна,07/22/2024,выпущен,4.56,2029,Юриспруденция,1C
STU000046,Иванов Алексей Сергеевич,07/27/2020,GRADUATED,"3,59",2026,Экономика,DeanOffice
STU002255,Соколов Мария Сергеевич,07/02/2024,отчислен,4.09,2029,Экономика,LMS
STU002215,Кузнецов Иван Алексеевна,05/14/2020,выпущен,,2025,Экономика,DeanOffice
STU001792,Кузнецов Анна Ивановна,17.06.2023,выпущен,"3,51",2029,Физика,LMS
STU001530,Козлов Дмитрий Ивановна,2023,GRADUATED,4.06,2027,Информатика,LMS
STU001934,Попов Михаил Павловна,2023,отчислен,4.19,2029,История,DeanOffice
STU001373,Соколов Егор Павловна,06.03.2021,В АКАДЕМЕ,4.28,2027,Математика,1C
STU000895,Петров Михаил Ивановна  ,23.05.2023,выпущен,"4,45",2029,История,LMS
STU000361,Соколов Егор Алексеевна,04/23/2023,выпущен,3.93,2028,Информатика,LMS
STU000915,Лебедев Елена Сергеевич,2024-04-10,graduated,"3,17",2030,Физика,1C
STU001041,Попов Сергей Алексеевич,23.08.2024,Учится,3.60,2030,История,1C
STU001950,Иванов Иван Сергеевич,2022-10-10,Учится,3.70,2026,Информатика,LMS
STU001991,Петров Егор Ивановна,2024,отчислен,3.93,2030,Юриспруденция,1C
,Попов Ольга Павлович,15.08.2024,отчислен,3.86,2028,Информатика,DeanOffice
,Козлов Анна Михайловна,07/11/2023,обучается,4.74,2029,Экономика,1C
STU000505,Кузнецов Мария Алексеевна  ,05/28/2023,выпущен,3.84,2029,История,LMS
STU001094,Иванов Ольга Алексеевич  ,2022-07-08,graduated,3.00,2026,Менеджмент,1C
STU001314,Кузнецов Ольга Ивановна  ,2023-10-22,отчислен,"4,45",2028,Физика,DeanOffice
STU000398,Попов Ольга Сергеевич,2022,В АКАДЕМЕ,3.55,2027,Лингвистика,DeanOffice
STU001373,Соколов Егор Павловна,2021-11-03,graduated,4.50,2027,Менеджмент,DeanOffice
STU000717,Соколов Алексей Ивановна  ,2023,выпущен,,2027,Экономика,1C
STU000030,Иванов Егор Дмитриевич  ,2023-09-14,graduated,"4,14",2028,Юриспруденция,LMS
STU001445,Смирнов Иван Михайлович,2020,ВЫПУЩЕН,"3,26",2024,История,DeanOffice
STU001363,Соколов Никита Дмитриевна,12/18/2022,обучается,4.14,2028,Юриспруденция,LMS
STU001657,Петров Ольга Алексеевна,2023-04-11,академ,"4,53",2027,Экономика,LMS
STU000225,Попов Егор Павлович,26.08.2021,отчислен,3.52,2027,Юриспруденция,DeanOffice
STU001071,Попов Виктория Сергеевич,2020-03-12,в академе,,2024,Юриспруденция,DeanOffice
STU000905,Иванов Татьяна Михайлович,05.06.2023,выпущен,3.48,2027,Информатика,DeanOffice
STU000726,Козлов Ольга Дмитриевич,2020-10-04,Учится,3.20,2025,Менеджмент,LMS
,Соколов Виктория Сергеевич,2023-06-01,выпущен,3.36,2028,История,LMS
STU002388,Смирнов Павел Павловна,22.03.2021,graduated,"3,61",2026,Менеджмент,1C
STU001704,Петров Ольга Михайлович  ,2023-11-18,выпущен,4.11,2028,Математика,DeanOffice
STU001062,Петров Никита Дмитриевич  ,20.09.2021,выпущен,3.42,2027,Физика,DeanOffice
STU001861,Соколов Анна Алексеевич,2021,graduated,3.09,2025,Физика,DeanOffice
STU001508,Лебедев Дмитрий Сергеевна,23.04.2024,выпущен,3.59,2028,История,LMS
STU001094,Иванов Ольга Алексеевич  ,2022-07-08,graduated,3.00,2026,Менеджмент,1C
STU001427,Смирнов Дмитрий Дмитриевна,01.09.2024,В АКАДЕМЕ,4.09,2029,История,DeanOffice
STU002303,Смирнов Анна Алексеевич,05/22/2024,обучается,3.22,2030,Математика,DeanOffice
,Попов Иван Ивановна  ,2023,ОБУЧАЕТСЯ,3.71,2028,Экономика,1C
STU001812,Петров Татьяна Дмитриевна,2020-01-24,выпущен,5.00,2024,Юриспруденция,LMS
STU001363,Соколов Никита Дмитриевна,2022,выпущен,3.69,2028,Математика,LMS
STU001718,Кузнецов Алина Ивановна,2020,ВЫПУЩЕН,4.94,2026,Юриспруденция,DeanOffice
STU001251,Петров Мария Ивановна,2023,в академе,4.05,2029,Лингвистика,DeanOffice
STU000987,Иванов Дмитрий Алексеевна,2023-03-20,ОТЧИСЛЕН,3.45,2029,Экономика,DeanOffice
STU001278,Попов Ольга Алексеевич,02/08/2020,выпущен,4.81,2026,Лингвистика,1C
STU001484,Соколов Елена Иванович,2022,GRADUATED,"3,84",2026,Математика,LMS
STU001700,Попов Сергей Михайловна,19.12.2022,в академе,"4,36",2027,Информатика,DeanOffice
STU000214,Попов Мария Алексеевна,2022-10-11,выпущен,"3,25",2026,Менеджмент,DeanOffice
STU001628,Иванов Алексей Павлович,2022-06-12,ВЫПУЩЕН,"3,71",2028,Лингвистика,1C
STU000371,Иванов Ольга Иванович,2023-10-11,отчислен,"4,18",2027,Математика,DeanOffice
STU000047,Петров Ольга Павловна,2022-08-28,выпущен,3.85,2026,Лингвистика,1C
STU000099,Козлов Егор Михайловна,19.06.2021,выпущен,3.66,2025,Экономика,LMS
STU001462,Петров Виктория Дмитриевич,08.01.2024,выпущен,4.71,2029,Менеджмент,DeanOffice
STU001373,Соколов Егор Павловна,2021-11-03,graduated,4.50,2027,Менеджмент,DeanOffice
STU000819,Петров Мария Алексеевна,21.05.2023,graduated,4.85,2029,Информатика,LMS
,Иванов Мария Ивановна,2023,выпущен,3.70,2028,Менеджмент,1C
STU000738,Смирнов Дарья Ивановна,2024-05-04,отчислен,3.64,2030,Математика,LMS
