UID,StudentName,Admission,Current Status,Score,Graduation,Department,is_budget,notes
STU001528,Козлов Дмитрий Сергеевич,2030,Учится,,2034,Юриспруденция,no,manual_fix
,Козлов Михаил Алексеевич,05.01.2026,выпущен,3.21,2031,Лингвистика,yes,
,Попов Сергей Дмитриевна,07/07/2028,в академе,"4,65",2033,Математика,no,
STU002355,Соколов Татьяна Павловна,2029,обучается,4.23,2033,Экономика,yes,
STU002324,Соколов Никита Павлович,2026,обучается,3.38,2032,Физика,no,reimport
STU001356,Козлов Ольга Сергеевич,2028,в академе,3.06,2033,История,yes,
STU000256,Смирнов Алина Сергеевич,2028,в академе,"4,78",2034,Экономика,yes,reimport
STU000797,Попов Алина Сергеевич,2026-08-09,выпущен,"3,93",2030,Лингвистика,yes,
STU000069,Соколов Алина Михайлович,2028-11-12,обучается,3.59,2034,Юриспруденция,yes,
STU000137,Иванов Егор Михайлович,2025,enrolled,"3,71",2031,Лингвистика,no,
STU000243,Кузнецов Иван Дмитриевна,2027,выпущен,4.15,2031,Математика,yes,
STU002271,Попов Сергей Сергеевна,26.02.2025,отчислен,4.42,2031,Информатика,yes,reimport
STU000540,Кузнецов Никита Дмитриевич,11/12/2027,выпущен,3.50,2032,Математика,yes,
 STU000543 ,Козлов Алексей Иванович,2030,обучается,3.03,2034,Юриспруденция,yes,
STU002263,Попов Анна Иванович,2026-05-14,выпущен,"4,09",2031,Экономика,no,
STU001957,Иванов Сергей Дмитриевна,28.07.2029,ACTIVE,"4,17",2033,Физика,yes,
STU000867,Лебедев Дарья Сергеевич,2027,graduated,3.62,2031,История,yes,
STU002232,Попов Михаил Дмитриевна,2025-07-09,ACTIVE,2.79,2030,Экономика,no,
 STU000570 ,Смирнов Сергей Сергеевич,08/01/2027,обучается,"3,95",2031,Менеджмент,no,reimport
STU000242,Петров Сергей Ивановна,2026,выпущен,"3,00",2032,Физика,no,manual_fix
STU000849,Кузнецов Ольга Сергеевна,03.01.2029,обучается,4.85,2034,Математика,no,manual_fix
STU001884,Лебедев Михаил Михайловна,2025,отчислен,"4,12",2029,Физика,no,reimport
STU001609,Кузнецов Павел Павловна,2029,обучается,3.23,2034,Физика,no,reimport
STU001238,Козлов Дмитрий Иванович,04/07/2027,отчислен,"3,96",2033,Менеджмент,no,reimport
STU001814,Лебедев Никита Алексеевич,02/05/2026,в академе,2.93,2030,Информатика,yes,manual_fix
STU001888,Кузнецов Татьяна Дмитриевич,2030-09-06,отчислен,,2034,Экономика,yes,
STU000411,Петров Дмитрий Дмитриевна,11/08/2025,обучается,,2030,Экономика,yes,reimport
STU001655,Смирнов Татьяна Сергеевна,2029-06-27,выпущен,"4,32",2033,Физика,no,manual_fix
STU001350,Соколов Егор Сергеевна,25.02.2029,отчислен,4.26,2034,Математика,no,reimport
STU002213,Кузнецов Дмитрий Дмитриевич,2029-09-22,обучается,3.94,2033,Информатика,no,reimport
STU000494,Попов Елена Михайловна,2029,graduated,4.40,2034,История,no,
STU000674,Лебедев Егор Павлович,01/04/2025,обучается,3.30,2029,История,yes,
,Кузнецов Алексей Иванович,2030,обучается,"3,54",2034,Юриспруденция,no,reimport
STU000475,Попов Сергей Сергеевич,09.04.2025,отчислен,"4,12",2029,Менеджмент,no,
STU000684,Лебедев Дарья Алексеевна,2028-04-16,ACTIVE,,2034,Физика,yes,manual_fix
STU000219,Петров Виктория Дмитриевич,2026,выпущен,,2031,Юриспруденция,yes,reimport
STU001153,Петров Егор Алексеевна,2029-06-12,отчислен,"3,68",2034,Юриспруденция,no,
STU002334,Петров Сергей Ивановна,02/07/2026,graduated,3.00,2031,Информатика,yes,
STU000646,Козлов Михаил Алексеевич,2026,обучается,2.94,2031,Информатика,yes,manual_fix
STU000479,Соколов Дмитрий Иванович,2029-01-14,обучается,,2033,Юриспруденция,no,
,Лебедев Алексей Сергеевна,2026,обучается,3.83,2032,История,no,reimport
STU001171,Смирнов Ольга Сергеевна,2027,отчислен,4.37,2031,Физика,yes,
STU001860,Смирнов Анна Дмитриевич,2029-03-01,Учится,3.19,2033,Физика,yes,reimport
 STU001218 ,Смирнов Дмитрий Алексеевич,07/13/2027,ACTIVE,3.21,2033,Лингвистика,yes,manual_fix
STU002198,Петров Татьяна Алексеевна,26.11.2030,ACTIVE,"4,41",2034,Менеджмент,no,
STU001265,Лебедев Михаил Сергеевна,2027-01-22,выпущен,3.18,2031,История,no,
STU001012,Петров Алина Дмитриевна,07/01/2027,Учится,2.93,2032,Математика,no,reimport
STU001761,Козлов Сергей Алексеевич,2026,обучается,,2031,Физика,yes,manual_fix
STU001940,Кузнецов Анна Алексеевич,2025,отчислен,4.26,2031,Математика,no,manual_fix
STU000855,Петров Павел Иванович,2025-01-05,Учится,4.68,2031,Экономика,yes,
,Кузнецов Михаил Дмитриевич,2027,выпущен,3.23,2031,Лингвистика,no,
STU001928,Соколов Иван Михайловна,2026,обучается,4.49,2030,Экономика,no,manual_fix
STU001382,Лебедев Павел Павлович,08.01.2025,обучается,"4,29",2031,Экономика,no,manual_fix
STU000292,Кузнецов Виктория Ивановна,07/14/2025,Учится,4.00,2031,История,yes,reimport
STU000573,Попов Дмитрий Павлович,2029,Учится,"4,69",2033,Лингвистика,yes,
STU000170,Лебедев Алексей Павловна,2030,в академе,"3,27",2034,Экономика,no,reimport
STU000004,Кузнецов Егор Павловна,01/08/2030,обучается,4.55,2034,Математика,yes,manual_fix
STU002376,Лебедев Павел Алексеевна,2027-12-26,академ,"3,52",2033,Физика,no,reimport
STU001681,Соколов Анна Павловна,2025,академ,"2,86",2030,Лингвистика,yes,
STU002042,Лебедев Ольга Сергеевич,2030-08-18,в академе,3.42,2034,Физика,yes,reimport
STU000181,Иванов Никита Павлович,2029-08-12,ACTIVE,3.93,2034,Математика,no,reimport
STU001236,Иванов Павел Михайловна,2025-05-06,Учится,4.20,2030,Экономика,no,
STU002219,Соколов Егор Дмитриевна,2029-07-16,обучается,4.24,2033,Юриспруденция,no,
STU000460,Соколов Ольга Михайлович,08/15/2026,ACTIVE,"4,22",2031,Математика,no,reimport
STU001137,Кузнецов Иван Дмитриевна,20.12.2027,suspended,4.40,2033,Менеджмент,no,
STU001069,Соколов Павел Алексеевна,2027-09-05,Учится,4.53,2033,Менеджмент,yes,manual_fix
STU000818,Кузнецов Елена Дмитриевич,08/06/2025,обучается,4.29,2029,Математика,yes,
STU000894,Соколов Иван Михайлович,2026,ACTIVE,4.26,2030,Информатика,yes,
STU000785,Кузнецов Алексей Дмитриевна,2030-02-03,обучается,"5,00",2034,Лингвистика,no,reimport
STU001561,Петров Мария Павлович,06.06.2028,обучается,"4,12",2032,Лингвистика,yes,manual_fix
STU002210,Попов Мария Михайловна,2027-01-28,suspended,3.91,2031,Менеджмент,yes,reimport
,Смирнов Ольга Сергеевна,2027-08-15,академ,4.50,2031,Экономика,no,reimport
STU001690,Петров Егор Сергеевич,10.09.2029,обучается,4.13,2034,Юриспруденция,no,
STU000219,Петров Виктория Дмитриевич,2026,ACTIVE,"3,03",2031,История,no,manual_fix
STU001020,Кузнецов Анна Павловна,2027,отчислен,3.54,2032,Физика,yes,manual_fix
STU001639,Иванов Иван Павловна,2029,выпущен,4.68,2033,Лингвистика,yes,
STU000996,Иванов Алексей Дмитриевна,2026-02-15,выпущен,"3,61",2031,Математика,yes,manual_fix
STU000792,Попов Михаил Ивановна,2030-04-22,обучается,"3,62",2034,Математика,no,
STU001826,Соколов Алина Алексеевич,2028,академ,5.00,2033,Математика,yes,
STU000009,Лебедев Ольга Ивановна,2027,отчислен,4.62,2033,Лингвистика,no,manual_fix
STU001313,Попов Иван Сергеевна,2029,в академе,,2033,Юриспруденция,no,
STU000535,Лебедев Алексей Михайлович,2026-07-08,ACTIVE,"4,12",2030,История,no,manual_fix
STU001818,Иванов Михаил Павловна,2029-02-19,обучается,"3,90",2033,Математика,no,manual_fix
STU001637,Петров Никита Сергеевич,01.02.2029,академ,5.00,2033,Лингвистика,no,manual_fix
STU002294,Соколов Алексей Дмитриевна,26.04.2029,обучается,"3,76",2034,Юриспруденция,yes,reimport
,Попов Мария Алексеевна,2027-01-15,выпущен,4.89,2033,Математика,yes,reimport
,Попов Ольга Дмитриевич,22.03.2026,обучается,"4,54",2030,Математика,yes,manual_fix
STU001727,Иванов Дарья Ивановна,2027-08-21,обучается,3.88,2031,Математика,no,manual_fix
STU002089,Кузнецов Иван Ивановна,16.02.2028,обучается,,2034,Менеджмент,yes,reimport
STU002205,Лебедев Егор Сергеевич,2030,в академе,"3,44",2034,Юриспруденция,no,
STU000582,Смирнов Сергей Михайловна,2025,отчислен,"4,80",2031,Информатика,no,
STU002233,Кузнецов Иван Алексеевич,2028,обучается,3.51,2032,Информатика,no,reimport
,Петров Михаил Павловна,2029-10-24,Учится,3.59,2034,Математика,yes,
STU001740,Кузнецов Ольга Иванович,14.05.2029,Учится,"3,31",2034,Математика,no,
STU000570,Смирнов Сергей Сергеевич,20.08.2027,обучается,4.14,2031,История,no,
STU000849,Кузнецов Ольга Сергеевна,2029,ACTIVE,4.79,2034,История,no,
,Соколов Павел Павловна,2026-08-03,Учится,3.12,2030,История,yes,
STU000875, Иванов Анна Сергеевич ,20.05.2029,ACTIVE,4.58,2034,Математика,yes,manual_fix
 STU001446 ,Попов Павел Дмитриевна, 2030-10-08 ,академ,3.10,2034,История,no,reimport
STU001317,Петров Ольга Дмитриевна,01.11.2025,учится,"3,48",2031,юриспруденция, yes ,
 STU000996 ,Иванов Алексей Дмитриевна,2026-04-17,обучается, 3.91 ,2031, Физика ,no,
STU002196,Петров Дмитрий Сергеевна,2029-10-21, обучается ,"5,00",2034,Менеджмент,yes,manual_fix
 STU001627 ,Соколов Сергей Сергеевич, 03/07/2030 ,active, 4.92 ,2034,История,yes,
STU001999,Соколов Виктория Сергеевна, 10/11/2029 ,обучается,3.81,2034,Юриспруденция,yes,  
STU001799,Попов Татьяна Сергеевич,2025-01-19, обучается ," 3,84 ",2031,Физика,yes, reimport 
 STU001569 ,Козлов Дарья Михайловна,2028,отчислен,"3,60",2034, Лингвистика ,no,reimport
STU001840,Кузнецов Ольга Павлович,2026,обучается,4.08,2032,Физика, yes ,
 STU001499 , Смирнов Дарья Алексеевич ,21.08.2027,Учится,,2032,История,yes,  
STU001483,Иванов Дарья Михайловна,2025-12-05,в академе,"3,26",2031,Физика,no,reimport
STU000647,Козлов Елена Павлович, 2030 ,выпущен,,2034,Юриспруденция,no,manual_fix
STU001320,Кузнецов Дмитрий Алексеевич, 2029 ,обучается," 3,76 ",2033, Менеджмент ,yes,
 STU002158 ,Иванов Егор Михайлович,11/06/2030,в академе,4.55,2034,Экономика, no ,
STU000477,Козлов Егор Ивановна,24.04.2025,обучается,4.03,2029, Экономика ,no,reimport
, Иванов Сергей Дмитриевна , 19.11.2027 ,выпущен,  ,2031,менеджмент,yes,
STU001366,Смирнов Егор Павлович,02/28/2028,обучается,"4,53",2032,Экономика, yes ,
STU002047,Петров Сергей Михайлович,01/20/2027,в академе,3.39,2033,Менеджмент, no ,
STU000367,Козлов Павел Михайлович, 2030-02-03 , обучается ,"4,11",2034,Юриспруденция,no,reimport
STU001012,Петров Алина Дмитриевна, 2027-04-16 ,выпущен,"3,13",2032, Менеджмент , no ,
STU002146,Петров Сергей Дмитриевна,27.03.2025, обучается ," 3,53 ",2031, Математика , no , reimport 
 stu002294 ,Соколов Алексей Дмитриевна,13.02.2029,обучается," 4,28 ",2034,Информатика,yes,
STU001093,Смирнов Иван Дмитриевич,10/17/2026,graduated,3.36,2031,Менеджмент,no,
 stu001438 , Козлов Михаил Сергеевич ,2026-10-27, ACTIVE , 4.11 ,2030,Математика,yes, manual_fix 
STU000367,Козлов Павел Михайлович,2030,в академе,,2034,Физика,yes,reimport
stu001465,Иванов Сергей Дмитриевич, 2025 ,обучается,3.41,2030,Юриспруденция,no,reimport
STU001907,Иванов Сергей Дмитриевна,12/19/2025,обучается,3.45,2029,Физика,no,
STU001469, Козлов Татьяна Дмитриевна ,17.06.2028,обучается,3.63,2033, Математика , no ,
STU002279,Соколов Дмитрий Иванович, 2025 , обучается ,"3,31",2031,Лингвистика,yes,reimport
STU000769, Смирнов Михаил Алексеевич ,28.02.2027, выпущен , 3.91 ,2033,Менеджмент,no,
STU001078,Смирнов Никита Михайловна, 2025-11-21 , выпущен ,4.22,2029,Лингвистика,yes,reimport
STU001356,Козлов Ольга Сергеевич,05/10/2028,ACTIVE,3.06,2033, экономика ,no,reimport
stu000916,Лебедев Сергей Алексеевич,2028,ACTIVE,4.23,2032,физика, no ,
STU000134,Смирнов Иван Алексеевна, 10.09.2029 ,академ,4.56,2034,Физика,no,
STU001285,Попов Анна Павлович,2025,отчислен,"3,97",2030, Экономика , yes ,manual_fix
 STU001184 ,Соколов Иван Дмитриевна,2028,обучается,3.40,2034,Математика,yes,manual_fix
 STU001524 ,Козлов Виктория Алексеевич, 07/11/2028 ,обучается,4.24,2032, Юриспруденция , no ,
stu000776, Петров Павел Алексеевич ,2026-05-18, обучается ,"4,79",2032,История, no ,
STU001432,Кузнецов Егор Дмитриевна, 02.08.2029 ,отчислен, 3.05 ,2034, История ,no,manual_fix
STU000292,Кузнецов Виктория Ивановна, 2025-06-04 ,обучается,3.83,2031, Математика ,yes,  
STU001028,кузнецов михаил ивановна,20.01.2027,suspended,3.52,2031,Лингвистика,no,
stu000128,козлов михаил михайловна,2028-08-10,в академе,2.82,2034,Информатика,no,
STU001327,Смирнов Дмитрий Алексеевич,2026-10-26,Учится, 3.99 ,2032,Математика, no ,manual_fix
 STU000540 ,Кузнецов Никита Дмитриевич,2027,академ,3.50,2032,Информатика,yes,reimport
 STU001455 ,Лебедев Сергей Дмитриевич,22.07.2029,обучается,"4,91",2034,Лингвистика,no,  
 STU001148 , Иванов Михаил Михайловна ,16.02.2028,выпущен,  ,2032, Менеджмент , yes ,manual_fix
STU001579, Лебедев Егор Павловна ,12.01.2029,обучается,"2,92",2034,История,yes,
STU002320,Лебедев Ольга Ивановна,2030-07-08,в академе,3.98,2034,Менеджмент,no,
STU000719,Лебедев Анна Алексеевна, 2030-05-18 ,отчислен, 3.77 ,2034,Юриспруденция,no,
STU000892,Иванов Павел Ивановна,2030-07-16, обучается ," 3,13 ",2034,Менеджмент, yes ,
STU001222,Кузнецов Дарья Сергеевич,2026,отчислен, 3.95 ,2032,История,yes,
stu001392, Попов Никита Михайловна ,2030-01-25,отчислен,5.00,2034,Экономика,yes,
STU000079,кузнецов егор михайловна, 01/25/2029 ,обучается,"4,16",2033,История,yes,manual_fix
STU001819, Петров Егор Дмитриевна ,2026-09-14,обучается,  ,2031,юриспруденция,no,manual_fix
 STU001663 ,Соколов Михаил Сергеевна,22.03.2026,Учится,"3,47",2031,Лингвистика,yes,
STU001253, Попов Ольга Сергеевна ,28.12.2029, обучается ,3.65,2033, Менеджмент ,yes,manual_fix
 STU002263 ,Попов Анна Иванович,2026-05-14, выпущен ,"4,09",2031,Экономика,no,  
 STU001474 ,Петров Мария Михайлович,2026,Учится, 3.26 ,2031, Лингвистика ,no,manual_fix
STU000256,смирнов алина сергеевич,2028,обучается,4.81,2034,Экономика, yes ,reimport
STU001166, кузнецов мария павлович , 2026 ,обучается, 3.26 ,2030,Информатика,yes,reimport
STU001687,Петров Иван Павловна,2030-06-01,обучается,"3,17",2034,Лингвистика, no ,
STU002316, Попов Ольга Дмитриевич ,2026-03-22,обучается,"4,65",2030,Информатика,no, reimport 
STU001192,Попов Виктория Павлович, 2030-04-27 , обучается ,  ,2034,Физика,no,
STU000497,Козлов Дарья Михайлович,2025,Учится," 3,36 ",2031, Физика ,no,
 STU002186 ,Смирнов Михаил Михайловна,2028-04-08, выпущен ,4.20,2033,Лингвистика,no,
STU000744,Лебедев Ольга Михайлович,2030-12-05, ACTIVE ,  ,2034,Менеджмент,no,
,Иванов Никита Дмитриевна,24.11.2026, академ ," 4,63 ",2031, Юриспруденция ,yes,  
STU000248,Иванов Татьяна Алексеевич,21.11.2027,graduated, 3.99 ,2033, Математика ,yes, manual_fix 
STU000595,Соколов Дмитрий Михайлович,2029,обучается,4.15,2033,История,yes,manual_fix
, Иванов Иван Дмитриевна ,12/24/2030,обучается,,2034, Менеджмент ,no, manual_fix 
 stu001365 , Петров Сергей Дмитриевна ,2030-10-25,ACTIVE,4.22,2034,юриспруденция,no,  
STU000638,Лебедев Виктория Ивановна,25.04.2029,отчислен,4.67,2034,Экономика,yes,reimport
STU001832,Козлов Алина Сергеевна,23.11.2027, graduated ,"3,73",2031, Лингвистика ,no,manual_fix
stu000813,Лебедев Татьяна Алексеевна,2029,в академе,4.87,2034,Экономика,yes,manual_fix
STU000475, попов сергей сергеевич ,09.04.2025,отчислен,"4,12",2029,Менеджмент, no ,
STU000686, Смирнов Виктория Михайлович ,19.11.2028,ACTIVE,4.80,2033,история, yes ,  
STU000925, Иванов Дмитрий Павловна , 2030 ,в академе,"4,77",2034, Лингвистика ,no, reimport 
 stu000213 ,Смирнов Сергей Михайлович,2025,выпущен,3.55,2031,История,no,
STU001024, Смирнов Дмитрий Сергеевич ,2026,обучается,"4,25",2030,История,yes,reimport
 STU001860 , Смирнов Анна Дмитриевич ,19.04.2029,ACTIVE,"3,51",2033,Математика,yes,
STU001285,Попов Анна Павлович,2025-01-19,обучается,,2030, Информатика ,no,  
STU001537,Попов Ольга Иванович,2029-10-08, обучается , 4.01 ,2034,Лингвистика,no,
STU002274,Петров Дарья Алексеевич,21.12.2025,выпущен,4.29,2029, История ,yes, reimport 
STU000582,Смирнов Сергей Михайловна,2025-09-09,академ,4.37,2031,информатика,yes,reimport
stu002292,Смирнов Егор Алексеевич, 02/05/2027 ,академ,3.83,2033, Лингвистика , no ,
 STU001320 ,Кузнецов Дмитрий Алексеевич,2029-08-28,обучается,3.70,2033,Информатика,yes,
 stu002333 ,попов иван сергеевич,02.07.2030,в академе,4.77,2034, Физика ,yes,
,Петров Алексей Михайловна,2030,академ,"3,00",2034,Лингвистика,no,  
 STU001956 ,Петров Сергей Алексеевна,2029,обучается, 4.40 ,2034, Экономика ,yes,manual_fix
STU000192,Соколов Анна Алексеевич,2028-05-02,Учится,"3,99",2034,История, no ,
STU001836,Иванов Елена Павлович, 04/11/2027 ,в академе, 4.49 ,2031,Менеджмент,yes,reimport
STU000296, Смирнов Татьяна Михайловна , 2029-10-27 ,обучается,"3,75",2034,Математика,yes,
 STU001483 ,Иванов Дарья Михайловна,01/03/2025,отчислен,"3,31",2031, Лингвистика , yes ,
STU002081, кузнецов ольга павловна ,12/15/2030,обучается,4.53,2034, Юриспруденция ,yes,
STU000769,Смирнов Михаил Алексеевич, 2027 ,обучается,4.45,2033,Юриспруденция,no,manual_fix
STU000521,Лебедев Павел Михайлович,06/27/2028,обучается, 3.50 ,2032,Экономика,yes,
STU000238,Петров Дарья Михайловна,2025,обучается,4.36,2031,Менеджмент,yes,
STU000148, Попов Иван Павлович , 2025 ,обучается,3.65,2031,Информатика, no ,
STU000463,Попов Павел Иванович,06/08/2028,ACTIVE,4.87,2034, Математика ,no,manual_fix
STU001946, смирнов павел павлович ,21.01.2025,Учится," 3,88 ",2030,Экономика,yes, reimport 
STU000501,Смирнов Мария Дмитриевна,2026-09-17, Учится ,4.49,2030,Физика,yes,
STU000307,Козлов Алексей Сергеевич,09.06.2028,Учится,3.98,2034,Юриспруденция, yes ,reimport
,Соколов Никита Сергеевна,2029-05-24,в академе,"5,00",2034,история,no,
STU000597,Петров Дарья Павловна,11/15/2026,выпущен,4.14,2030,Экономика, yes ,
STU000266,Иванов Виктория Дмитриевич, 01/05/2026 ,обучается,"3,00",2031,Математика, yes ,manual_fix
 STU002312 ,Попов Дарья Павлович, 2026-09-27 ,в академе,4.27,2030,Физика,no,reimport
STU000706,Лебедев Иван Алексеевна,26.04.2028,обучается, 4.23 ,2033,менеджмент,yes,manual_fix
STU000792,Попов Михаил Ивановна,09/24/2030,enrolled, 3.42 ,2034,Юриспруденция, yes ,
 STU002292 ,Смирнов Егор Алексеевич,2027,отчислен," 4,37 ",2033,Математика,no, reimport 
 STU001417 ,Иванов Алексей Иванович,01.01.2026,академ,4.14,2031,Лингвистика,yes,reimport
 STU000084 ,Кузнецов Елена Михайловна,09/27/2028,обучается,2.96,2032, экономика , yes ,reimport
STU001538,Петров Никита Ивановна,03/10/2028,enrolled,3.07,2032, Физика ,no, manual_fix 
 stu002219 , Соколов Егор Дмитриевна , 22.02.2029 , обучается ,4.34,2033,Менеджмент, no ,  
STU000896,Козлов Иван Ивановна,14.10.2029,обучается,"3,75",2033,Экономика, yes ,
STU001343,Иванов Алина Сергеевна,2025-09-23,обучается,"4,49",2029, экономика ,no,reimport
STU001443,иванов дарья дмитриевна,2026,graduated,,2032, Физика ,yes, reimport 
STU002361,Иванов Никита Михайловна,2029, обучается ,4.47,2034,Лингвистика,no,reimport
stu001698,Соколов Дмитрий Дмитриевич,08/18/2028,обучается,4.21,2033, Математика ,yes,manual_fix
STU001274,Смирнов Анна Павловна,05.01.2027,suspended, 2.89 ,2033,История,yes, reimport 
STU001541,Соколов Павел Дмитриевна,2028,обучается,4.71,2032,Юриспруденция,yes,manual_fix
STU000197,Петров Анна Михайлович,04.09.2026, Учится ,"4,13",2031,Юриспруденция, yes ,
STU001632,Попов Сергей Дмитриевич,07.09.2029,обучается,3.58,2034,Информатика,no,
STU000744,Лебедев Ольга Михайлович,24.07.2030,академ,4.41,2034,лингвистика,yes,
STU000528,Соколов Татьяна Дмитриевна,2030-01-27,академ,3.48,2034,Математика, yes ,
STU001402,Козлов Иван Иванович,05/07/2029,active,4.13,2033,Математика,no,reimport
STU001218,Смирнов Дмитрий Алексеевич,01/17/2027,обучается,"2,89",2033,Физика, no ,manual_fix
STU000111,Соколов Татьяна Иванович, 04/07/2026 ,graduated,3.98,2032,Экономика,no,
,Кузнецов Виктория Михайловна, 2029 ,suspended,3.10,2034,Физика,yes,
STU001464,петров дарья дмитриевна,2025,выпущен,4.03,2030, Экономика ,no,
STU000329,Попов Сергей Михайловна, 2027 ,в академе,"4,28",2032, Юриспруденция ,yes,manual_fix
STU000943,Смирнов Анна Сергеевич,08/15/2030,ACTIVE,"3,62",2034, Информатика ,no,reimport
STU001644,Иванов Егор Алексеевна,05/05/2030,обучается," 4,58 ",2034,Физика, no ,
 STU002186 ,Смирнов Михаил Михайловна, 2028-04-08 , выпущен ,4.20,2033, Лингвистика ,no,
STU001511,Соколов Алина Михайлович,2027,suspended,"3,58",2031,Информатика,no, manual_fix 
STU000880,Иванов Сергей Алексеевна,11/25/2028,в академе,3.87,2033,Физика,no,
 STU000036 , Кузнецов Ольга Алексеевна ,27.01.2028,обучается,"3,88",2032, Менеджмент ,no,reimport
 stu002334 ,Петров Сергей Ивановна, 2026 ,обучается,2.88,2031,История,no,
STU002006, Соколов Егор Павловна , 2029-09-27 ,учится,"4,74",2033, менеджмент ,yes,reimport
STU001283, Попов Михаил Павловна ,20.03.2030,Учится,"4,62",2034,Менеджмент,no,
STU000007,Попов Ольга Алексеевна,08/07/2025, академ ,3.85,2031, Юриспруденция ,yes,manual_fix
 STU000014 ,иванов павел ивановна,2025-02-21,Учится, 3.31 ,2029,Физика,no,
STU001653,Лебедев Мария Ивановна, 2028-01-15 ,обучается,,2032, Математика ,yes, manual_fix 
 STU001014 , Попов Михаил Михайловна , 07.09.2029 , выпущен , 4.07 ,2033,Менеджмент,no,reimport
STU000849,кузнецов ольга сергеевна,2029-07-12,в академе,4.56,2034, Юриспруденция , no ,manual_fix
 STU001706 ,Попов Михаил Ивановна,2029,обучается,3.38,2033,История,no,
STU000792, Попов Михаил Ивановна ,09/24/2030,enrolled,3.42,2034,Юриспруденция,yes,  
STU000625,Смирнов Михаил Дмитриевич,2025,обучается,3.01,2031,Информатика,no,
 STU001937 ,Смирнов Никита Алексеевна,09/22/2026,обучается, 4.77 ,2030,Физика,yes,reimport
STU000482, Попов Алексей Сергеевич ,2028-08-21,академ,"3,93",2034,История,no,
 STU000784 ,Попов Егор Михайлович, 2030 , обучается ,3.98,2034,Математика, no ,
STU000861,Иванов Алина Иванович,2030-06-14,Учится,"2,89",2034, Физика ,yes,manual_fix
STU001521, Лебедев Алексей Сергеевна ,2026,обучается,4.01,2032,Лингвистика,no,manual_fix
 STU000134 ,Смирнов Иван Алексеевна,10.09.2029, академ ,4.56,2034, Физика ,no,
,Соколов Михаил Алексеевна,02/26/2025,отчислен,4.97,2030,Менеджмент,yes, manual_fix 
STU000228,Попов Павел Павловна, 2029-11-03 , active ,"4,65",2034,Лингвистика,no,
STU001113, Петров Сергей Алексеевна ,2030-04-07,академ,"3,65",2034,История,no,manual_fix
STU001157,Попов Сергей Дмитриевна,06/16/2028,академ,"4,75",2033,Математика, yes ,  
STU000769,Смирнов Михаил Алексеевич,2027-11-05,выпущен,4.45,2033,Физика,no,reimport
STU000729,Лебедев Ольга Алексеевич,2025,обучается,3.96,2031,физика,yes,
STU000218,Лебедев Дарья Дмитриевна,2028-11-17,обучается,"4,38",2032,Информатика, yes ,manual_fix
STU000366,Попов Виктория Алексеевна, 18.09.2030 , академ , 3.62 ,2034, Лингвистика ,yes,
STU000573, Попов Дмитрий Павлович , 2029 , Учится ,"4,69",2033,Лингвистика,yes,
 STU000647 ,Козлов Елена Павлович,11/20/2030, Учится ,4.20,2034,Лингвистика,no,  
 STU000983 , Кузнецов Алексей Сергеевна ,03.02.2030,в академе,3.01,2034, Информатика ,yes,manual_fix
STU000797,попов алина сергеевич,03/13/2026, выпущен ,3.75,2030,Юриспруденция,yes,
STU001656,Петров Егор Дмитриевич,03/19/2028,академ,"4,10",2033,Экономика,yes,
 STU000281 ,Кузнецов Дмитрий Дмитриевич,2029-09-28,обучается,"3,86",2034,Физика,yes,reimport
STU002391,Козлов Сергей Иванович,2027,выпущен,5.00,2032,Менеджмент, yes ,
STU001612,Кузнецов Дмитрий Сергеевич,01/28/2025,обучается," 4,54 ",2031,информатика,yes,reimport
STU000213,Смирнов Сергей Михайлович,2025, выпущен , 3.55 ,2031, История ,no,
STU000813,Лебедев Татьяна Алексеевна,07/09/2029, обучается ," 4,49 ",2034,Юриспруденция,yes,manual_fix
STU001341,Кузнецов Михаил Сергеевич, 2026-09-21 ,graduated,"4,17",2031,лингвистика,no, reimport 
STU000577,Иванов Мария Алексеевна,2026,ACTIVE," 4,50 ",2030, История ,yes,manual_fix
STU001964, Соколов Ольга Сергеевна ,2029-10-18,обучается," 4,97 ",2034,Менеджмент,no,
STU001003, Смирнов Анна Сергеевна , 2025 ,в академе,3.72,2030,Лингвистика,no,manual_fix
 STU001402 ,Козлов Иван Иванович, 2029 ,обучается,"3,98",2033,Информатика, no ,reimport
STU000946,Кузнецов Елена Иванович,10/27/2028,академ,4.10,2034,информатика,no, manual_fix 
 STU002249 , Лебедев Татьяна Ивановна ,07.10.2027,обучается,4.35,2032, История , yes ,reimport
STU000700, Козлов Виктория Михайлович ,05.02.2029,академ,"3,08",2033,юриспруденция,yes,manual_fix
,козлов мария алексеевна, 05/11/2027 ,graduated, 4.47 ,2033,Лингвистика, yes ,manual_fix
 STU002304 ,Лебедев Мария Павлович,2028, обучается ," 3,70 ",2034,Лингвистика,no,reimport
STU000197,Петров Анна Михайлович,2026-07-22,в академе,"3,75",2031,Юриспруденция,yes,reimport
STU000365,Козлов Анна Павлович,05/25/2027,отчислен," 4,31 ",2031,Экономика,yes,
 STU000026 ,лебедев виктория ивановна,25.01.2027,выпущен,4.34,2032,Экономика,yes,reimport
  STU000543  ,Козлов Алексей Иванович, 2030 ,обучается,3.03,2034, Юриспруденция ,yes,  
STU001563, Попов Алина Иванович ,2029-03-11, ACTIVE ,3.11,2034, Физика ,yes,
