ID студента,ФИО,Год поступления,Статус,Средний балл,Год выпуска,Город,Комментарий
STU001345,Кузнецов Дарья Михайловна,20.02.2019,отчислен,5.00,2024,СПб,академ отпуск
STU000425,Лебедев Виктория Павловна,2016,отчислен,4.16,2022,Новосибирск,академ отпуск
STU001376,Попов Мария Ивановна,2016,выпущен,3.37,2022,Екатеринбург,
STU000503,Лебедев Елена Ивановна,05/13/2016,выпущен,"3,64",2022,Москва,повтор
STU000975,Попов Дарья Ивановна,01/08/2016,выпущен,"4,82",2021,Москва,
STU002068,Петров Татьяна Михайловна,03/01/2018,выпущен,3.68,2022,Томск,перевод
STU002354,Лебедев Елена Сергеевна,2019,graduated,"3,74",2025,Екатеринбург,повтор
STU000774,Кузнецов Павел Павловна,2019,выпущен,3.73,2023,Томск,
STU001124,Попов Егор Дмитриевна,2018-01-20,выпущен,4.10,2023,СПб,академ отпуск
STU000854,Попов Елена Алексеевна,2016-06-05,enrolled,,2022,Казань,повтор
STU000870,Соколов Дмитрий Михайловна,2020-12-16,выпущен,"4,48",2025,Казань,повтор
STU002272,Лебедев Елена Иванович,01/12/2019,выпущен,"4,61",2025,Москва,перевод
STU000394,Попов Егор Ивановна,2020,выпущен,3.89,2025,Казань,
STU002265,Смирнов Егор Сергеевна,11/12/2017,выпущен,3.93,2023,СПб,перевод
STU001917,Иванов Дмитрий Михайловна,2020,graduated,4.14,2026,Томск,
STU001760,Кузнецов Виктория Павловна,04/22/2016,отчислен,4.36,2021,Москва,
,Соколов Виктория Михайлович,2020,выпущен,3.77,2026,Москва,академ отпуск
STU001131,Соколов Михаил Алексеевна,25.11.2019,выпущен,"4,66",2023,Екатеринбург,
STU000443,Кузнецов Анна Дмитриевна,11/15/2016,обучается,4.78,2020,Москва,академ отпуск
STU001573,Петров Сергей Михайлович,2019,suspended,"3,50",2025,Казань,академ отпуск
STU002137,Петров Алина Иванович,2016,graduated,3.72,2020,Екатеринбург,
STU001756,Кузнецов Иван Павлович,15.05.2016,graduated,4.35,2020,Казань,академ отпуск
STU000734,Кузнецов Сергей Сергеевич,2017,обучается,4.47,2021,СПб,повтор
STU000167,Кузнецов Дарья Дмитриевна,06/23/2020,в академе,3.83,2025,Москва,повтор
STU001721,Козлов Ольга Павловна,10/18/2016,выпущен,4.21,2020,Томск,перевод
,Попов Алина Ивановна,2017,suspended,4.33,2022,Екатеринбург,перевод
STU001560,Попов Виктория Алексеевич,2019,выпущен,4.59,2024,Новосибирск,перевод
STU001642,Лебедев Сергей Дмитриевич,2018,отчислен,4.63,2024,Москва,
STU000319,Соколов Алина Алексеевна,01.08.2016,отчислен,4.65,2020,СПб,повтор
STU001026,Соколов Виктория Дмитриевич,07/17/2020,отчислен,4.70,2024,Новосибирск,
STU000399,Козлов Елена Павловна,07/26/2019,отчислен,4.89,2025,Казань,повтор
STU000384,Козлов Елена Павловна,2018-10-18,выпущен,"4,39",2024,Томск,
STU001441,Петров Егор Михайловна,2020,выпущен,4.66,2024,Москва,перевод
STU001090,Петров Алексей Павлович,2020-10-19,выпущен,"3,46",2024,Томск,
,Попов Михаил Алексеевич,2020-04-25,отчислен,"4,91",2026,Томск,академ отпуск
STU002030,Иванов Павел Ивановна,05/05/2017,выпущен,"3,58",2021,Москва,перевод
STU001990,Лебедев Мария Михайловна,2017-12-14,отчислен,4.16,2021,Казань,
STU001752,Попов Дарья Алексеевна,15.10.2020,выпущен,"4,42",2026,Екатеринбург,повтор
STU002393,Козлов Егор Дмитриевич,2016,выпущен,4.39,2020,Томск,перевод
STU000564,Смирнов Анна Павловна,2020-10-15,выпущен,3.87,2026,СПб,повтор
STU000410,Козлов Никита Павлович,2017,выпущен,4.82,2021,Казань,
,Соколов Дарья Дмитриевич,26.02.2020,в академе,4.33,2024,Екатеринбург,
STU000319,Соколов Алина Алексеевна,2016-04-03,Учится,4.89,2020,СПб,академ отпуск
STU000664,Лебедев Никита Алексеевич,08/07/2019,выпущен,"3,61",2025,Москва,
STU000145,Петров Дмитрий Дмитриевна,2019,отчислен,4.72,2023,Екатеринбург,перевод
STU000904,Кузнецов Елена Ивановна,2019,graduated,"4,59",2025,Москва,
STU002174,Кузнецов Михаил Сергеевна,2019-08-07,отчислен,4.11,2025,Томск,
STU001037,Петров Елена Михайловна,2017-10-01,graduated,4.06,2023,Екатеринбург,академ отпуск
STU000698,Козлов Егор Ивановна,2019-12-10,enrolled,"3,13",2025,Новосибирск,перевод
STU000035,Петров Сергей Дмитриевна,2019,выпущен,3.74,2025,Новосибирск,повтор
STU000789,Лебедев Алина Дмитриевна,2019-06-13,graduated,,2024,Томск,
STU001939,Иванов Алексей Сергеевич,02/23/2020,обучается,4.71,2026,Новосибирск,
STU000553,Кузнецов Ольга Алексеевич,11.09.2020,отчислен,3.87,2024,Томск,перевод
STU000681,Козлов Павел Сергеевич,2020,graduated,"3,67",2025,Екатеринбург,
STU001545,Попов Анна Алексеевна,08/18/2016,в академе,"4,11",2021,СПб,
STU001813,Лебедев Алина Ивановна,04/05/2020,выпущен,"4,85",2026,Томск,перевод
STU000330,Соколов Виктория Дмитриевич,2019,обучается,"4,15",2023,Новосибирск,академ отпуск
STU000332,Кузнецов Елена Алексеевна,2017,Учится,"4,78",2022,СПб,
STU001766,Соколов Алина Алексеевич,2017-10-23,graduated,4.30,2021,Томск,академ отпуск
STU001954,Козлов Алина Иванович,2016,выпущен,3.95,2020,Москва,
STU000820,Петров Михаил Михайловна,06/12/2020,выпущен,3.76,2024,Казань,академ отпуск
STU001359,Кузнецов Алина Ивановна,27.10.2020,выпущен,"4,96",2025,Томск,повтор
,Лебедев Сергей Сергеевна,2016,отчислен,"4,06",2022,Москва,повтор
STU001099,Козлов Ольга Иванович,2016-09-26,выпущен,2.93,2022,Москва,
STU001897,Иванов Анна Михайлович,07/03/2018,в академе,4.02,2024,Томск,
,Иванов Мария Сергеевна,24.06.2016,выпущен,3.75,2021,Москва,
STU002272,Лебедев Елена Иванович,2019,graduated,4.46,2025,Москва,перевод
STU001791,Иванов Павел Михайловна,08.06.2019,graduated,3.06,2024,Томск,повтор
STU001367,Смирнов Егор Павлович,2020-04-07,отчислен,4.40,2024,Томск,повтор
STU000737,Соколов Ольга Ивановна,2016-09-26,graduated,,2022,Томск,
STU000269,Смирнов Михаил Павловна,2019,отчислен,3.12,2024,Екатеринбург,
STU001375,Кузнецов Ольга Павлович,12/24/2019,выпущен,"5,00",2024,Томск,академ отпуск
STU001195,Соколов Павел Иванович,2017,отчислен,3.66,2021,Новосибирск,академ отпуск
STU000437,Козлов Елена Михайловна,09.12.2019,выпущен,"3,41",2025,Новосибирск,академ отпуск
STU001780,Попов Алексей Дмитриевич,07.05.2020,в академе,"4,96",2025,Казань,повтор
STU000842,Петров Дарья Ивановна,27.03.2020,выпущен,,2025,Новосибирск,академ отпуск
STU001692,Иванов Татьяна Сергеевич,2016,выпущен,,2021,Москва,академ отпуск
STU000049,Кузнецов Мария Павлович,2017,выпущен,3.83,2021,СПб,академ отпуск
STU001127,Кузнецов Иван Павлович,02/24/2018,ACTIVE,4.18,2023,СПб,академ отпуск
STU001990,Лебедев Мария Михайловна,17.01.2017,выпущен,"4,32",2021,Екатеринбург,
STU001190,Смирнов Елена Алексеевич,08/02/2018,выпущен,3.21,2024,Казань,перевод
STU001414,Иванов Анна Сергеевич,01/02/2017,в академе,"4,19",2023,Казань,
STU000886,Смирнов Егор Алексеевна,2019-10-19,выпущен,3.07,2024,Новосибирск,
STU000550,Козлов Никита Павлович,2020-04-09,обучается,4.63,2025,Казань,
STU000470,Смирнов Алексей Михайлович,2016-05-08,выпущен,3.56,2020,Новосибирск,повтор
STU000539,Попов Татьяна Павловна,26.09.2019,отчислен,3.67,2025,Екатеринбург,повтор
STU002154,Петров Татьяна Михайловна,18.12.2018,выпущен,,2024,Томск,
STU001059,Лебедев Павел Иванович,2019-06-20,выпущен,,2024,Томск,перевод
STU001583,Лебедев Елена Павловна,2016,выпущен,3.55,2022,Москва,перевод
STU001246,Козлов Татьяна Сергеевич,09.11.2016,graduated,,2021,Екатеринбург,
STU000406,Козлов Мария Дмитриевна,2020-06-27,graduated,,2025,СПб,академ отпуск
STU002398,Соколов Павел Михайлович,09.09.2016,выпущен,3.33,2020,Казань,повтор
STU001774,Петров Мария Михайловна,2019-08-23,выпущен,4.25,2025,Казань,повтор
STU000993,Смирнов Павел Ивановна,2017-03-14,suspended,"3,99",2021,Москва,
STU000545,Попов Татьяна Алексеевна,10.01.2017,отчислен,4.74,2023,Екатеринбург,академ отпуск
STU002280,Соколов Павел Дмитриевна,23.04.2019,graduated,4.32,2024,Екатеринбург,
STU001109,Попов Михаил Иванович,19.03.2020,выпущен,3.50,2025,СПб,
STU001250,Смирнов Ольга Павлович,28.06.2020,Учится,4.74,2025,Новосибирск,
STU002118,Козлов Елена Иванович,05.02.2018,отчислен,"3,50",2023,Екатеринбург,академ отпуск
STU002172,Смирнов Дмитрий Павловна,2020,выпущен,"4,48",2025,Москва,
STU001831,Смирнов Михаил Павловна,2017,отчислен,4.45,2023,Казань,академ отпуск
STU000835,Козлов Алина Ивановна,2019-08-11,graduated,4.27,2023,Москва,перевод
STU001634,Смирнов Дмитрий Сергеевна,04/15/2019,suspended,"4,05",2025,Новосибирск,академ отпуск
STU000697,Смирнов Сергей Михайловна,02.07.2017,обучается,"2,97",2023,СПб,академ отпуск
STU000837,Козлов Виктория Алексеевна,2016,выпущен,4.09,2020,СПб,повтор
STU000503,Лебедев Елена Ивановна,12/10/2016,выпущен,,2022,Томск,
,Лебедев Иван Дмитриевич,2017-06-07,graduated,4.01,2023,Новосибирск,перевод
STU001588,Попов Виктория Сергеевич,2018,обучается,4.18,2023,СПб,повтор
STU002309,Иванов Иван Дмитриевна,2018-11-27,отчислен,5.00,2022,Томск,
STU000437,Козлов Елена Михайловна,2019-03-09,выпущен,,2025,Новосибирск,перевод
STU000782,Кузнецов Виктория Сергеевич,2020,выпущен,4.85,2025,СПб,перевод
STU002107,Смирнов Иван Дмитриевич,05.08.2016,graduated,4.17,2022,СПб,
STU000442,Попов Дмитрий Алексеевич,2020-03-07,graduated,4.85,2025,Томск,перевод
STU001065,Попов Иван Сергеевич,08/24/2020,отчислен,"4,26",2024,Екатеринбург,
STU001886,Кузнецов Дарья Павловна,08/01/2018,академ,4.02,2024,Казань,
,Кузнецов Алина Ивановна,15.01.2020,в академе,5.00,2026,Казань,
STU000779,Петров Сергей Сергеевич,2018,graduated,"4,69",2022,Казань,перевод
STU000672,Лебедев Ольга Дмитриевна,2020-04-22,suspended,"3,55",2024,Москва,академ отпуск
STU000272,Смирнов Павел Михайлович,2020-01-15,отчислен,,2026,Екатеринбург,
STU000261,Иванов Анна Михайлович,2016,выпущен,3.93,2021,СПб,повтор
STU001838,Козлов Мария Иванович,2017-02-01,отчислен,"3,91",2021,Томск,повтор
STU001074,Петров Дмитрий Сергеевич,2016,выпущен,3.42,2021,Новосибирск,академ отпуск
STU002366,Иванов Михаил Ивановна,24.11.2016,отчислен,"4,04",2021,СПб,академ отпуск
STU001127,Кузнецов Иван Павлович,2018,выпущен,"4,44",2023,СПб,академ отпуск
STU000262,Попов Сергей Павлович,09/18/2016,отчислен,4.70,2020,Томск,
STU001849,Иванов Анна Ивановна,05.05.2017,выпущен,4.23,2023,Новосибирск,академ отпуск
STU001291,Петров Елена Дмитриевна,12/05/2018,выпущен,3.99,2023,СПб,повтор
STU001833,Лебедев Анна Михайлович,04/21/2020,graduated,"3,74",2025,Казань,
STU000718,Соколов Иван Сергеевна,21.05.2020,отчислен,4.32,2025,Казань,повтор
STU000886,Смирнов Егор Алексеевна,2019,отчислен,"3,08",2024,Казань,академ отпуск
STU001607,Петров Алина Михайловна,21.06.2016,выпущен,"3,84",2021,Новосибирск,
STU001600,Козлов Дарья Иванович,2018,выпущен,"3,79",2023,Казань,
STU000658,Кузнецов Алина Алексеевич,17.05.2017,graduated,5.00,2021,Казань,перевод
STU001270,Козлов Мария Михайлович,2016-03-06,отчислен,3.90,2020,Томск,повтор
STU000374,Иванов Павел Иванович,16.01.2019,обучается,"4,35",2023,Москва,повтор
STU001545,Попов Анна Алексеевна,04/05/2016,graduated,4.12,2021,Екатеринбург,повтор
STU002010,Соколов Михаил Павлович,2018,graduated,"4,80",2023,Казань,академ отпуск
STU001063,Соколов Елена Дмитриевна,2020,обучается,4.93,2025,Москва,академ отпуск
STU002139,Лебедев Иван Дмитриевич,2017,graduated,4.26,2023,Томск,
STU001939,Иванов Алексей Сергеевич,2020,выпущен,,2026,СПб,
STU000926,Козлов Ольга Дмитриевна,12.12.2019,выпущен,4.92,2025,Москва,перевод
STU000394,Попов Егор Ивановна,08/19/2020,выпущен,"3,67",2025,Томск,
STU000454,Соколов Егор Павловна,2016,Учится,"3,83",2022,Казань,перевод
,Кузнецов Мария Дмитриевна,2016,выпущен,"3,11",2020,Екатеринбург,академ отпуск
STU001145,Козлов Никита Алексеевна,21.10.2018,отчислен,"3,26",2023,Новосибирск,
STU001573,Петров Сергей Михайлович,01/19/2019,graduated,3.71,2025,Новосибирск,академ отпуск
STU001564,Кузнецов Татьяна Павловна,13.05.2017,выпущен,4.35,2021,Томск,перевод
STU000319,Соколов Алина Алексеевна,01/11/2016,отчислен,4.65,2020,Екатеринбург,академ отпуск
STU000127,Кузнецов Сергей Михайловна,21.03.2019,выпущен,3.94,2024,СПб,перевод
STU001842,Попов Ольга Дмитриевич,2018-12-06,выпущен,"3,65",2023,Москва,перевод
STU002288,Смирнов Иван Дмитриевна,06/16/2019,выпущен,3.94,2023,Томск,
STU000774,Кузнецов Павел Павловна,2019-08-13,suspended,3.65,2023,Новосибирск,перевод
STU000342,Кузнецов Михаил Сергеевна,05/21/2019,enrolled,4.52,2025,Новосибирск,
STU000427,Кузнецов Татьяна Михайлович,02/01/2016,graduated,3.86,2021,Новосибирск,академ отпуск
STU001767,Лебедев Иван Павлович,02/22/2019,ACTIVE,4.74,2025,Новосибирск,
STU000506,Кузнецов Анна Алексеевич,2017,отчислен,"4,43",2023,Екатеринбург,
STU001452,Петров Павел Дмитриевич,2019-01-05,отчислен,3.58,2024,Екатеринбург,
STU000391,Козлов Елена Ивановна,17.02.2018,выпущен,"3,59",2024,Томск,академ отпуск
STU000975,Попов Дарья Ивановна,2016-06-11,Учится,4.75,2021,Москва,перевод
STU001945,Попов Егор Дмитриевич,2016-11-19,Учится,"3,96",2020,Екатеринбург,
STU000481,Кузнецов Анна Дмитриевич,10/05/2019,выпущен,"4,52",2025,Томск,академ отпуск
STU001723,Иванов Татьяна Павловна,2020-11-19,выпущен,4.22,2026,Москва,
STU000043,Козлов Дарья Дмитриевна,2016-04-17,отчислен,4.16,2020,Новосибирск,повтор
STU000131,Козлов Дарья Михайлович,2020,выпущен,3.82,2025,Екатеринбург,академ отпуск
STU001109,Попов Михаил Иванович,2020,отчислен,3.00,2025,СПб,
STU001564,Кузнецов Татьяна Павловна,2017,академ,"3,92",2021,Новосибирск,перевод
STU001221,Смирнов Никита Павлович,2018,enrolled,"3,53",2023,Москва,перевод
STU000126,Кузнецов Алексей Михайлович,2018-11-15,graduated,"4,52",2024,Томск,академ отпуск
STU002348,Лебедев Виктория Дмитриевна,07/23/2016,отчислен,,2022,Новосибирск,
,Попов Анна Ивановна,2017-12-17,выпущен,3.35,2021,Москва,
STU000960,Козлов Иван Алексеевич,07/13/2019,Учится,3.40,2023,Казань,повтор
STU000024,Иванов Анна Сергеевич,2017,выпущен,"3,96",2023,Екатеринбург,перевод
STU002064,Петров Дмитрий Дмитриевич,2019-07-09,выпущен,3.13,2024,Казань,перевод
STU000112,Соколов Виктория Михайлович,03.02.2017,suspended,"3,27",2022,Казань,повтор
STU001151,Смирнов Виктория Сергеевна,25.02.2018,Учится,"4,10",2024,Москва,академ отпуск
STU002357,Козлов Татьяна Сергеевна,2017-03-04,отчислен,"4,30",2022,Москва,академ отпуск
STU002296,Петров Сергей Павловна,24.12.2016,graduated,4.46,2020,Москва,перевод
STU000442,Попов Дмитрий Алексеевич,2020,выпущен,4.63,2025,СПб,академ отпуск
STU000917,Петров Виктория Алексеевна,2019-03-03,выпущен,4.27,2024,Екатеринбург,перевод
STU000787,Кузнецов Михаил Ивановна,2019,выпущен,"3,41",2023,Казань,академ отпуск
STU002096,Иванов Егор Ивановна,01.09.2017,выпущен,"4,05",2021,Новосибирск,
STU001294,Лебедев Иван Иванович,2019,выпущен,4.51,2025,Новосибирск,перевод
STU000024,Иванов Анна Сергеевич,06/23/2017,выпущен,3.82,2023,Москва,академ отпуск
STU000119,Попов Дмитрий Михайлович,2020,выпущен,4.00,2024,Новосибирск,академ отпуск
STU000022,Попов Татьяна Иванович,2020,Учится,"4,73",2025,Екатеринбург,академ отпуск
,Попов Анна Иванович,25.09.2016,выпущен,4.36,2021,Казань,
STU000221,Иванов Дарья Дмитриевна,2019-07-19,обучается,3.92,2023,Казань,
STU002251,Петров Анна Павловна,2018,академ,3.52,2022,Москва,академ отпуск
STU001773,Кузнецов Татьяна Ивановна,03/04/2019,отчислен,"4,63",2023,Казань,
,Козлов Виктория Михайлович,2018-12-27,graduated,3.32,2022,Москва,академ отпуск
STU000050,Попов Виктория Ивановна,02.11.2018,выпущен,"4,32",2023,СПб,повтор
STU002098,Соколов Алексей Иванович,2019-02-21,выпущен,"3,59",2024,СПб,
,Смирнов Дмитрий Павловна,01/17/2020,отчислен,4.65,2025,СПб,перевод
,Лебедев Алексей Иванович,25.12.2020,выпущен,"3,76",2026,Новосибирск,повтор
STU001259,Кузнецов Дмитрий Иванович,12/09/2018,выпущен,4.21,2022,Москва,
STU001791,Иванов Павел Михайловна,2019,отчислен,,2024,Казань,
STU000480,Попов Дарья Сергеевна,2018-05-25,академ,3.55,2024,Москва,
STU001939,Иванов Алексей Сергеевич,2020-12-17,выпущен,"4,54",2026,Новосибирск,перевод
STU001578,Иванов Алексей Павловна,07/07/2016,отчислен,3.60,2022,Новосибирск,перевод
STU001270,Козлов Мария Михайлович,08/05/2016,выпущен,"3,69",2020,СПб,перевод
STU000591,Петров Алексей Сергеевич,2017,отчислен,4.57,2021,Казань,
STU001988,Козлов Елена Сергеевна,2017,выпущен,"3,76",2021,Екатеринбург,академ отпуск
STU001399,Лебедев Мария Михайловна,2019-03-10,академ,2.93,2023,СПб,перевод
STU000984,Попов Сергей Михайлович,2020-05-19,выпущен,4.79,2025,Томск,повтор
STU000140,Петров Виктория Алексеевна,08.11.2019,в академе,4.91,2023,СПб,
STU001295,Петров Дарья Павлович,19.11.2020,отчислен,3.52,2025,Москва,повтор
STU000671,Петров Егор Михайлович,2019-10-07,обучается,"3,99",2024,Новосибирск,
STU001420,Смирнов Алексей Алексеевич,04/07/2019,отчислен,"4,64",2023,Москва,
STU000013,Лебедев Дарья Алексеевич,10.08.2017,выпущен,3.14,2021,Томск,перевод
STU002215,Кузнецов Иван Алексеевна,2020,выпущен,3.90,2025,СПб,
STU002363,Соколов Дарья Иванович,04/26/2018,академ,4.80,2024,СПб,перевод
STU001151,Смирнов Виктория Сергеевна,12/18/2018,выпущен,,2024,СПб,повтор
STU002065,Соколов Егор Михайловна,19.07.2020,выпущен,4.50,2025,Новосибирск,перевод
STU002349,Петров Павел Сергеевич,02/26/2017,graduated,3.55,2021,Казань,повтор
STU002039,Лебедев Михаил Сергеевна,10/26/2016,graduated,"3,21",2020,Екатеринбург,академ отпуск
,Смирнов Дарья Павловна,2020,выпущен,"3,10",2026,Казань,повтор
STU001990,Лебедев Мария Михайловна,19.03.2017,отчислен,4.24,2021,СПб,академ отпуск
STU000261,Иванов Анна Михайлович,06/05/2016,выпущен,3.51,2021,СПб,повтор
STU000683,Попов Виктория Павлович,01.02.2019,отчислен,3.82,2025,Новосибирск,академ отпуск
STU001006,Попов Дмитрий Сергеевна,06/08/2016,выпущен,3.15,2021,Новосибирск,академ отпуск
STU000594,Попов Алина Сергеевна,2019,graduated,4.49,2023,Москва,перевод
STU002084,Смирнов Елена Иванович,05/15/2017,выпущен,4.56,2023,Екатеринбург,повтор
STU000087,Соколов Егор Михайловна,2016,graduated,"4,20",2020,Москва,повтор
STU000190,Смирнов Виктория Павловна,2017-09-01,обучается,"3,51",2022,Томск,
STU002137,Петров Алина Иванович,2016,выпущен,4.13,2020,Казань,перевод
STU000044,Лебедев Мария Сергеевна,2017,graduated,"4,30",2023,Москва,
STU001294,Лебедев Иван Иванович,04/22/2019,отчислен,5.00,2025,Казань,
STU002030,Иванов Павел Ивановна,2017,отчислен,3.80,2021,Екатеринбург,повтор
STU000664,Лебедев Никита Алексеевич,2019,выпущен,"3,69",2025,СПб,
STU001449,Иванов Никита Дмитриевич,12/19/2018,выпущен,"4,18",2022,СПб,перевод
STU002277,Соколов Мария Ивановна,10.07.2020,выпущен,4.55,2024,Томск,академ отпуск
STU000787,Кузнецов Михаил Ивановна,13.09.2019,graduated,3.32,2023,Москва,перевод
STU001876,Соколов Дарья Иванович,07/28/2016,выпущен,2.93,2022,Екатеринбург,
STU000311,Козлов Елена Иванович,2019,выпущен,,2025,СПб,
STU000835,Козлов Алина Ивановна,2019,выпущен,4.24,2023,Томск,
STU001954,Козлов Алина Иванович,09/24/2016,выпущен,,2020,Екатеринбург,повтор
STU000357,Петров Елена Павлович,04/05/2020,enrolled,"5,00",2024,Москва,повтор
STU000956,Кузнецов Никита Дмитриевна,2018,академ,3.86,2023,Москва,
STU001450,Попов Татьяна Павловна,2016-02-13,выпущен,"4,10",2020,Екатеринбург,
STU001987,Иванов Елена Алексеевна,2017,отчислен,3.72,2023,Екатеринбург,повтор
STU001008,Попов Никита Сергеевич,10/28/2019,обучается,"4,36",2024,Томск,
STU000073,Петров Дарья Алексеевна,2016-04-08,отчислен,"2,97",2021,Москва,перевод
STU000045,Петров Сергей Сергеевич,03.07.2020,отчислен,"4,25",2025,Казань,перевод
,Иванов Татьяна Сергеевич,10/15/2016,отчислен,4.21,2021,СПб,
STU001959,Смирнов Елена Дмитриевич,08.03.2016,выпущен,3.93,2022,СПб,
STU000787,Кузнецов Михаил Ивановна,09/25/2019,enrolled,3.29,2023,Новосибирск,перевод
STU001915,Козлов Анна Иванович,06.11.2016,выпущен,3.85,2022,Новосибирск,
STU000804,Кузнецов Анна Алексеевна,2019-06-12,enrolled,"2,89",2024,СПб,повтор
STU001346,Попов Егор Павлович,2018-08-22,выпущен,"4,31",2024,Томск,
,Попов Дарья Сергеевич,2017,выпущен,"3,16",2022,Екатеринбург,
STU001733,Соколов Ольга Алексеевич,04/02/2017,suspended,3.51,2022,СПб,
STU001030,Кузнецов Никита Дмитриевич,05.12.2018,академ,"3,34",2024,Екатеринбург,
STU001026,Соколов Виктория Дмитриевич,07/17/2020,отчислен,4.70,2024,Новосибирск,
STU000955,Кузнецов Мария Иванович,14.02.2017,отчислен,,2021,СПб,
STU000470,Смирнов Алексей Михайлович,12.05.2016,выпущен,3.77,2020,Москва,
STU000606,Иванов Михаил Иванович,28.02.2018,отчислен,,2022,СПб,перевод
STU002071,Лебедев Мария Михайлович,14.04.2018,выпущен,"4,39",2024,Томск,
STU002377,Кузнецов Татьяна Павлович,19.04.2019,отчислен,"3,34",2023,СПб,академ отпуск
STU001030,Кузнецов Никита Дмитриевич,17.04.2018,выпущен,"3,19",2024,Новосибирск,академ отпуск
STU001370,Лебедев Сергей Алексеевна,2020,выпущен,4.07,2025,Томск,перевод
STU001367,Смирнов Егор Павлович,2020-04-07,отчислен,4.40,2024,Томск,повтор
STU001982,Петров Виктория Дмитриевна,14.12.2016,выпущен,3.86,2022,Томск,повтор
STU000406,Козлов Мария Дмитриевна,14.03.2020,выпущен,3.87,2025,Новосибирск,академ отпуск
STU001827,Соколов Дмитрий Павлович,25.12.2019,выпущен,"4,90",2024,Томск,академ отпуск
STU000575,Соколов Егор Ивановна,2017,обучается,,2022,Казань,повтор
STU001367,Смирнов Егор Павлович,2020-04-07,отчислен,4.40,2024,Томск,повтор
STU002071,Лебедев Мария Михайлович,2018-01-02,graduated,,2024,Москва,академ отпуск
STU002265,Смирнов Егор Сергеевна,03.08.2017,Учится,,2023,Новосибирск,перевод
STU001763,Козлов Дмитрий Алексеевна,04/24/2018,отчислен,3.89,2024,Екатеринбург,академ отпуск
STU001721,Козлов Ольга Павловна,10/18/2016,выпущен,4.21,2020,Томск,перевод
STU000984,Попов Сергей Михайлович,08/05/2020,выпущен,4.49,2025,СПб,повтор
STU000636,Козлов Михаил Алексеевна,14.02.2017,академ,"3,95",2023,Новосибирск,академ отпуск
STU002215,Кузнецов Иван Алексеевна,2020,выпущен,3.90,2025,СПб,
STU002345,Иванов Павел Алексеевна,2019,отчислен,"4,59",2025,Новосибирск,
STU001876,Соколов Дарья Иванович,2016,graduated,"3,55",2022,Москва,
STU001294,Лебедев Иван Иванович,04/22/2019,отчислен,5.00,2025,Казань,
STU001516,Козлов Анна Иванович,22.08.2018,академ,"4,24",2023,Казань,
STU001733,Соколов Ольга Алексеевич,2017,Учится,"3,44",2022,СПб,перевод
STU001255,Кузнецов Татьяна Ивановна,01.05.2019,выпущен,"3,46",2023,Томск,повтор
STU002137,Петров Алина Иванович,13.09.2016,обучается,"3,71",2020,Новосибирск,
STU000602,Кузнецов Дарья Павловна,03/21/2016,в академе,3.90,2021,Москва,повтор
STU000602,Кузнецов Дарья Павловна,2016-10-19,отчислен,"4,04",2021,Екатеринбург,
STU000708,Козлов Сергей Алексеевич,02/09/2017,отчислен,4.36,2021,Казань,
STU000202,Петров Дмитрий Сергеевич,08/09/2017,graduated,,2021,СПб,
STU000872,Лебедев Егор Алексеевна,2020-08-21,enrolled,"4,31",2025,СПб,академ отпуск
STU000002,Смирнов Иван Сергеевич,2016-07-17,в академе,4.61,2022,Москва,перевод
STU000835,Козлов Алина Ивановна,2019,выпущен,4.24,2023,Томск,
STU002343,Петров Елена Михайлович,23.04.2017,отчислен,"4,44",2021,Томск,
STU000585,Лебедев Михаил Павлович,18.04.2016,выпущен,"3,09",2021,Казань,
STU000604,Иванов Мария Сергеевна,2017-10-09,выпущен,4.14,2022,СПб,повтор
STU000051,Попов Татьяна Дмитриевич,08/24/2017,отчислен,3.75,2023,Москва,
STU002065,Соколов Егор Михайловна,03/15/2020,graduated,"3,97",2025,Томск,повтор
STU000697,Смирнов Сергей Михайловна,2017-07-08,выпущен,"2,98",2023,Томск,
STU000852,Соколов Алина Алексеевич,06/27/2017,выпущен,4.64,2022,СПб,
STU001090,Петров Алексей Павлович,2020-02-07,академ,2.82,2024,Томск,
STU001023,Козлов Иван Дмитриевич,09/27/2016,выпущен,"3,77",2020,СПб,перевод
STU001230,Соколов Татьяна Михайлович,2018-05-11,отчислен,3.63,2022,Москва,перевод
STU000104,Кузнецов Сергей Сергеевна,2017,выпущен,4.58,2022,Екатеринбург,академ отпуск
STU001419,Соколов Никита Павловна,2016,отчислен,3.89,2022,Казань,
STU000764,Попов Анна Михайловна,12/13/2019,отчислен,"4,39",2023,Казань,перевод
STU000805,Соколов Дарья Михайлович,2016-02-22,graduated,"3,85",2020,Томск,перевод
STU001032,Кузнецов Анна Алексеевна,2016,отчислен,4.96,2021,Москва,
STU001245,Соколов Сергей Дмитриевна,2020,обучается,"4,45",2026,Новосибирск,
STU001280,Петров Ольга Сергеевна,04/09/2020,выпущен,3.95,2025,Новосибирск,повтор
STU001098,Лебедев Татьяна Дмитриевна,2020-02-14,выпущен,3.20,2025,Новосибирск,перевод
STU000904,Кузнецов Елена Ивановна,12.09.2019,выпущен,4.41,2025,Казань,
STU002122,Кузнецов Анна Алексеевна,06/05/2020,отчислен,4.61,2025,СПб,академ отпуск
STU000278,Иванов Алина Сергеевич,2017-09-27,выпущен,4.65,2022,Екатеринбург,
